"","date","av_wind_dir","av_wind_spd","av_gust","av_air_pressure","av_air_temp","av_ss_temp"
"1",2016-01-01,47.6751054852321,5.46919832953924,7.29493672133498,1017.92658140287,14.3822784785983,18.848944973845
"2",2016-01-02,268.021097046414,6.25274262813073,7.74345992033995,1019.92911397556,10.2497889844677,16.7189874125935
"3",2016-01-03,256.656779661017,4.04110169006606,5.26144067109641,1016.22161089364,10.2364406747333,15.5114406609939
"4",2016-01-04,283.012711864407,10.3398305046356,12.3860169447075,1013.35805110608,8.66652542655751,13.905932196116
"5",2016-01-05,300.435897435897,13.3461538583804,16.3538461546613,1028.53889347957,1.58931623918251,9.48076923688253
"6",2016-01-06,79.253164556962,9.23122362144889,11.5232067349591,1030.48649603606,7.21054850550141,8.05443037008937
"7",2016-01-07,77.1428571428571,6.46839825621931,8.01861469879811,1021.38830936316,10.4415584456869,9.96839824280181
"8",2016-01-08,148.217021276596,7.06042552400143,8.69914891669091,1016.01659584857,11.2502127302454,11.2387232476093
"9",2016-01-09,35.8185654008439,4.18396624834729,5.90379746754964,1015.57341962726,12.2987341579003,11.9755272724458
"10",2016-01-10,183.635593220339,6.36355932789334,9.31228811862105,1005.82500005172,17.1411017320924,12.8677966028957
"11",2016-01-11,301.472573839662,7.78438819325549,9.68481014977024,1015.39578079674,7.75949368698185,13.0417722428398
"12",2016-01-12,262.510548523207,5.36624472201625,7.39029537474556,1018.19113815887,8.46286921360322,12.2278481093137
"13",2016-01-13,293.415178571429,8.60803574057562,10.7098214424082,1018.14464432853,6.28660714200565,11.8468750715256
"14",2016-01-14,255.437768240343,4.76266093724787,6.35321889005505,1019.32231670592,7.98369096379423,11.1214592405655
"15",2016-01-15,161.008547008547,4.63803418846721,6.45982905738374,1013.216664893,12.6145299459115,11.7388889320895
"16",2016-01-16,244.889830508475,9.27499999636311,12.3487287971933,1001.8000002069,13.094491493904,14.1885593462799
"17",2016-01-17,205.952173913043,7.94739130787228,9.73565216219944,1005.68130625849,10.4608695859494,13.5921738541645
"18",2016-01-18,306.029661016949,10.3016949205075,12.3686440718376,1014.33516887083,3.79152541999089,11.0063559241214
"19",2016-01-19,317.094827586207,10.9383620475901,13.3086207159634,1024.12973916942,-1.82887929909188,7.73663791911355
"20",2016-01-20,313.387234042553,7.00553191722708,8.47063830456835,1026.37617135555,-0.493191490465022,5.42893617914078
"21",2016-01-21,212.31330472103,7.29527897486871,8.64291848031236,1022.60042797956,2.37167381268203,5.17553651179367
"22",2016-01-22,57.6026200873362,6.41921396651122,8.33187776465603,1019.57772787169,5.20131003075812,6.1855895071571
"23",2016-01-23,240,11.7537117587427,14.8139738182834,995.075982106305,6.5179039444205,9.88689961912329
"24",2016-01-24,321.56038647343,12.3270531483894,14.7057970687387,1010.67584434915,1.92270530364364,8.59275363608835
"25",2016-01-25,190.728155339806,2.50291261977507,3.07572815813197,1025.16311438107,5.4315533904196,8.38834948678618
"26",2016-01-26,191.078947368421,2.49956139608433,3.58596490767964,1024.52587435538,12.2157895104927,9.51315787382293
"27",2016-01-27,179.717488789238,4.74753361753284,6.04394618545413,1018.81883287644,10.9394618769932,9.75201795774725
"28",2016-01-28,69.6858407079646,7.18053097640519,8.81327433712715,1013.91194895516,7.33053096416777,9.35398242325909
"29",2016-01-29,263.422413793103,7.43706897260814,8.87370691731058,1005.04396609602,7.60215519831098,9.57025864617578
"30",2016-01-30,179.889361702128,5.26255318991681,6.45276596140354,1019.51659558885,6.42638299617361,9.26680860722319
"31",2016-01-31,204.8,3.26936169279383,4.80978723688329,1019.81361993019,13.5842552996696,10.8357446670532
"32",2016-02-01,216.870689655172,3.94698276601989,5.74094827678697,1015.82413666824,15.9788793284318,12.2612069064173
"33",2016-02-02,101.947826086957,6.76391302813654,8.40739130144534,1019.68999739937,11.3013043279233,12.0699998731199
"34",2016-02-03,135.281818181818,5.42227273420854,7.60681816772981,1020.70772483132,17.920454528115,13.2249999306419
"35",2016-02-04,191.408256880734,4.25000000382782,6.58807340127612,1016.69770714996,18.1967890415717,15.4522935403596
"36",2016-02-05,244.21327014218,10.5810426623335,12.9606635050751,1017.69146959929,8.67630334601018,13.6981043205442
"37",2016-02-06,100.926086956522,7.05999999668287,9.07260872177456,1028.10695853855,6.33391306503959,11.8913043685581
"38",2016-02-07,36.7466063348416,13.2244344059698,16.6334841672112,1013.47646998065,7.68914028530207,9.35248865584982
"39",2016-02-08,292.393518518519,11.5106481639323,13.9393518423593,1004.19722126148,6.56620371562463,8.98796304508492
"40",2016-02-09,249.258771929825,6.92192982019562,8.56315789567797,1002.79122871265,7.23289474060661,11.1048246266549
"41",2016-02-10,270.20297029703,10.7712871438206,13.4410891414869,1009.69900935711,3.62178219426977,10.1891088108025
"42",2016-02-11,287.005405405405,11.293513532587,13.6464864988585,1018.58864746094,1.11297296740719,7.90108109809257
"43",2016-02-12,85.2974358974359,5.7815384718088,7.77897436435406,1022.31487004207,2.08205127379833,7.65435901299501
"44",2016-02-13,314.536585365854,8.94487805250214,10.7712195117299,1019.68878352468,0.867804875642788,6.5775609853791
"45",2016-02-14,219.330188679245,10.0858490826949,12.3146226586036,1031.10471790242,-3.26226414754143,4.22594338880395
"46",2016-02-15,105.028169014085,6.72018779723297,9.70657278338508,1027.06244297654,8.10892017997207,5.52253518641835
"47",2016-02-16,177.838862559242,9.3639810390382,13.318483418198,1010.6137434973,16.1635070592871,9.60805683452372
"48",2016-02-17,145.355555555556,4.71377777629428,5.89155557420519,1014.57599907769,8.555555551317,11.6991110483805
